id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
165,AJOVY,BIOLÓGICO,155730050,2029-01-12,25351802291201851,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,05333542000108,TEVA FARMACÊUTICA LTDA.,FREMANEZUMABE
166,AKALMESE,FITOTERÁPICO,144930061,2031-01-09,25351662077202151,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES,01858973000129,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,PASSIFLORA INCARNATA L.
167,AKSSUS,SIMILAR,106460217,2029-01-06,25351003769201949,ANTINEOPLASICO,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,PACLITAXEL
168,AKYNZEO,NOVO,191980008,2027-01-12,25351257193201695,ANTIEMÉTICOS E ANTINAUSEANTES,15127898000130,MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,CLORIDRATO DE PALONOSETRONA +  NETUPITANTO
170,ALBEL,SIMILAR,154230044,2029-01-08,25351017583200318,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,ALBENDAZOL
171,ALBEL,SIMILAR,154230323,2031-01-11,25351503534202177,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,ALBENDAZOL
174,ALBENDAZOL,GENÉRICO,125680052,2027-01-07,253510259170177,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,73856593000166,PRATI DONADUZZI & CIA LTDA,ALBENDAZOL
175,ALBENDAZOL,GENÉRICO,102350662,2029-01-02,25351053485200336,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,57507378000365,EMS S/A,ALBENDAZOL
177,ALBENDAZOL,GENÉRICO,126750102,2026-01-04,25351338300200522,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,ALBENDAZOL
179,ALBENDAZOL,GENÉRICO,112130396,,25351302972200761,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,53162095000106,BIOSINTÉTICA FARMACÊUTICA LTDA,
180,ALBENDAZOL,GENÉRICO,143810187,2026-01-06,25351575389201204,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,02814497000107,CIMED INDUSTRIA S.A,ALBENDAZOL
181,ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL,GENÉRICO,103700313,2025-01-08,253510085410046,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,ALBENDAZOL
182,ALBENTEL,SIMILAR,103700676,2026-01-03,25351751866201437,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,ALBENDAZOL
183,ALBENTEL,SIMILAR,103700685,2026-01-05,25351753858201425,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,ALBENDAZOL
186,ALBUMAX,SIMILAR,116370049,2026-01-09,253510227170091,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,58430828000160,BLAU FARMACÊUTICA S.A.,ALBUMINA HUMANA
187,ALBUMINA HUMANA,SIMILAR,102980204,2002-01-03,250000227979698,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,
188,ALBUMINA HUMANA,SIMILAR,125760010,2002-01-09,250000261589619,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,68949239000146,UNITED MEDICAL LTDA,
194,ALCACHOFRA ASPEN PHARMA,FITOTERÁPICO,137640116,2029-01-12,25351382148200908,COLAGOGOS E COLERETICOS,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CYNARA SCOLYMUS L.
195,ALCACHOFRA MULTILAB,FITOTERÁPICO,118190119,2028-01-06,25351363220201112,COLAGOGOS E COLERETICOS,92265552000140,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,CYNARA SCOLYMUS L.
196,ALCACHOFRA NATULAB,FITOTERÁPICO,138410056,2028-01-07,25351199493201218,COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES,02456955000183,NATULAB LABORATÓRIO S.A,CYNARA SCOLYMUS L.
197,ALCACHOFRA VIDORA,FITOTERÁPICO,104730042,2029-01-07,25351149445201704,COLAGOGOS E COLERETICOS,92762277000170,VIDORA FARMACÊUTICA LTDA,CYNARA SCOLYMUS L.
199,ALCACHOFRAX,FITOTERÁPICO,100663378,2026-01-07,250000087379979,COLAGOGOS E COLERETICOS,84684620000187,LABORATORIO CATARINENSE LTDA,CYNARA SCOLYMUS L.
200,ALCAGEST,FITOTERÁPICO,144930033,2028-01-11,25351025791200382,COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES,01858973000129,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,CYNARA SCOLYMUS L.
201,ALCAHERB,FITOTERÁPICO,105730741,2028-01-03,25351107071202035,COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CYNARA SCOLYMUS L.
206,ALDOMET,NOVO,137640117,2025-01-02,25351266375200925,ANTI-HIPERTENSIVOS SIMPLES,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,METILDOPA
207,ALDOSTERIN,SIMILAR,137640040,2027-01-04,253510389020132,ANTI-HIPERTENSIVOS,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,ESPIRINOLACTONA +  ESPIRONOLACTONA
208,ALDURAZYME,BIOLÓGICO,183260344,2025-01-08,25351190077201921,ENZIMA PARA REPOSIÇAO,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,LARONIDASE
209,ALEKTOS,NOVO,178170902,2026-01-04,25351109991202179,ANTI-HISTAMINICOS SISTEMICOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BILASTINA
210,ALEKTOS PED,NOVO,178170909,2030-01-03,25351110097202141,ANTI-HISTAMINICOS SISTEMICOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BILASTINA
211,ALENDIL,SIMILAR,103900123,2028-01-08,250000052969818,SUPRESSORES DA REABSORCAO OSSEA,33349473000158,FARMOQUÍMICA S/A,ALENDRONATO SÓDICO TRIHIDRATADO
212,ALENDIL CÁLCIO D,NOVO,103900175,2026-01-01,25351072022200535,VITAMINAS E SUPLEMENTOS MINERAIS,33349473000158,FARMOQUÍMICA S/A,CARBONATO DE CÁLCIO +  COLECALCIFEROL +  ALENDRONATO DE SÓDIO TRI-HIDRATADO
213,ALENDRONATO DE SODIO,GENÉRICO,103700604,2028-01-12,25351208937201001,SUPRESSORES DA REABSORCAO OSSEA,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,ALENDRONATO DE SÓDIO
214,ALENDRONATO DE SODIO,GENÉRICO,110390197,2025-01-01,25351149857201461,SUPRESSORES DA REABSORCAO OSSEA,43640754000119,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,ALENDRONATO DE SÓDIO TRI-HIDRATADO
217,ALENDRONATO DE SÓDIO,GENÉRICO,155840415,2028-01-09,25351751639201092,SUPRESSORES DA REABSORCAO OSSEA,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,ALENDRONATO DE SÓDIO TRI-HIDRATADO
218,ALENDRONATO DE SÓDIO,GENÉRICO,102351128,2026-01-03,25351490882201529,SUPRESSORES DA REABSORCAO OSSEA,57507378000365,EMS S/A,ALENDRONATO DE SÓDIO TRI-HIDRATADO
219,ALENDRONATO DE SÓDIO,GENÉRICO,126750225,2026-01-10,25351490858201590,SUPRESSORES DA REABSORCAO OSSEA,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,ALENDRONATO DE SÓDIO TRI-HIDRATADO
220,ALENDRONATO DE SÓDIO,GENÉRICO,105830829,2026-01-11,25351482017201517,SUPRESSORES DA REABSORCAO OSSEA,45992062000165,GERMED FARMACEUTICA LTDA,ALENDRONATO DE SÓDIO TRI-HIDRATADO
221,ALENTHUS XR,SIMILAR,183260010,2027-01-01,25351664127201431,ANTIDEPRESSIVOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE VENLAFAXINA
223,ALERFIN,SIMILAR,100580104,2028-01-05,25351010274200317,CORTICOSTEROIDES TOPICOS,61363032000146,CHIESI FARMACÊUTICA LTDA,DIPROPIONATO DE BECLOMETASONA
226,ALERGIDEX,SIMILAR,155840128,2028-01-12,25351555983201142,ANTI-HISTAMINICOS SISTEMICOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,BETAMETASONA +  MALEATO DE DEXCLORFENIRAMINA
227,ALERGOMINE,SIMILAR,143810149,2025-01-04,25351286818200816,ANTIALERGICOS,02814497000107,CIMED INDUSTRIA S.A,MALEATO DE DEXCLORFENIRAMINA
228,ALEVO,SIMILAR,103720251,2025-01-08,25351180241201266,ANTIBIOTICOS SISTEMICOS SIMPLES,43312503000105,SUPERA FARMA LABORATÓRIOS S.A,LEVOFLOXACINO HEMIIDRATADO
229,ALEVO,SIMILAR,103720270,2026-01-04,25351919615201628,ANTIBIOTICOS SISTEMICOS SIMPLES,43312503000105,SUPERA FARMA LABORATÓRIOS S.A,LEVOFLOXACINO HEMIIDRATADO
231,ALFAEPOETINA,BIOLÓGICO,116370059,2030-01-04,25351195167200261,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE,58430828000160,BLAU FARMACÊUTICA S.A.,ALFAEPOETINA +  ERITROPOETINA HUMANA RECOMBINANTE
232,ALFAESTRADIOL,GENÉRICO,106460190,2028-01-01,25351475740201014,ANTIALOPECIA,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,ALFAESTRADIOL
233,ALFAINTERFERONA 2B (RECOMBINANTE),NOVO,105730528,2029-01-01,25351689303201846,IMUNOMODULADOR,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ALFAINTERFERONA 2B
234,ALFAINTERFERONA 2b,BIOLÓGICO,110630111,2025-01-04,25351050387200517,OUTROS PRODUTOS COM ACAO IMUNOPROTETORA,33781055000135,FUNDAÇÃO OSWALDO CRUZ,ALFAINTERFERONA 2B
235,ALFAST,SIMILAR,102980132,2029-01-09,250000158939238,ANALGESICOS NARCOTICOS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE ALFENTANILA MONOIDRATADA
237,ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL,GENÉRICO,102350783,2025-01-11,25351260934200562,ANTICONCEPCIONAIS,57507378000365,EMS S/A,ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
238,ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL,GENÉRICO,100430986,2028-01-02,25351010214200710,ANTICONCEPCIONAIS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
240,ALGICOD,SIMILAR,100431366,2026-01-10,25351049634202144,ANALGESICOS NARCOTICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,FOSFATO DE CODEÍNA +  PARACETAMOL
243,ALGOYECT,SIMILAR,105750059,2006-01-08,253510056710126,ANTINFLAMATORIOS,61186136000122,VALEANT FARMACÊUTICA DO BRASIL LTDA,CETOPROFENO
247,ALIMTA,NOVO,112600166,2029-01-09,25351016112200465,ANTINEOPLASICO,43940618000144,ELI LILLY DO BRASIL LTDA,PEMETREXEDE
249,ALIVDIP,SIMILAR,103700624,2025-01-05,25351618766201023,ANALGESICOS NAO NARCOTICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,DIPIRONA
250,ALIVDIP,SIMILAR,103700630,2025-01-06,25351557060201454,ANALGESICOS NAO NARCOTICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,DIPIRONA
252,ALIVIUM,NOVO,178170807,2028-01-01,25351258367201574,ANALGESICOS NAO NARCOTICOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,IBUPROFENO
254,ALIVPRESS,SIMILAR,143810163,2029-01-02,25351823512201068,ANTI-HIPERTENSIVOS SIMPLES,02814497000107,CIMED INDUSTRIA S.A,BESILATO DE ANLODIPINO
256,ALLEGRA,NOVO,183260359,2027-01-05,2.53512E+16,ANTI-HISTAMINICOS SISTEMICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE FEXOFENADINA
257,ALLEGRA D,NOVO,183260313,2028-01-11,25351189991201920,DESCONGESTIONANTES NASAIS SISTEMICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE FEXOFENADINA +  CLORIDRATO DE PSEUDOEFEDRINA
258,ALLENASAL,SIMILAR,183260447,2029-01-05,25351636342201921,GLICOCORTICOIDES SISTEMICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,ACETONIDA DE TRIANCINOLONA
261,ALLESTRA,SIMILAR,105730264,2029-01-04,250000003539791,ANTICONCEPCIONAIS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ETINILESTRADIOL +  GESTODENO
262,ALLEXOFEDRIN,SIMILAR,102350637,2028-01-09,25351001396200252,ANTI-HISTAMINICOS SISTEMICOS,57507378000365,EMS S/A,CLORIDRATO DE FEXOFENADINA
263,ALLEXOFEDRIN D,SIMILAR,102350860,2028-01-09,25351001397200215,ANTI-HISTAMINICOS SISTEMICOS,57507378000365,EMS S/A,CLORIDRATO DE FEXOFENADINA +  CLORIDRATO DE PSEUDOEFEDRINA
264,ALLEXOFEDRIN PEDIÁTRICO,GENÉRICO,102351327,2024-01-12,25351460829201927,ANTI-HISTAMÍNICOS PARA USO SISTÊMICO,57507378000365,EMS S/A,CLORIDRATO DE FEXOFENADINA
265,ALLOVITA,SIMILAR,167730629,2029-01-09,25351128664201730,ANTIALOPECIA,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,MINOXIDIL
266,ALLUNY,SIMILAR,114620011,2028-01-12,25351502966201784,PROGESTAGENOS SIMPLES,17440261000125,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA,DIENOGESTE
270,ALOIS,SIMILAR,101180592,2029-01-10,25351016175200331,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,62462015000129,APSEN FARMACEUTICA S/A,CLORIDRATO DE MEMANTINA
271,ALOIS,NOVO,101180615,2027-01-06,25351355801200816,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,62462015000129,APSEN FARMACEUTICA S/A,CLORIDRATO DE MEMANTINA
272,ALOIS DUO,SIMILAR,101180628,2030-01-02,25351046006201992,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,62462015000129,APSEN FARMACEUTICA S/A,CLORIDRATO DE DONEPEZILA +  CLORIDRATO DE DONEPEZILA MONOIDRATADO +  CLORIDRATO DE MEMANTINA
276,ALOXIDIL,SIMILAR,101910304,2027-01-04,25351276599201061,ANTIALOPECIA,61517397000188,THERASKIN FARMACEUTICA LTDA.,MINOXIDIL
277,ALOZEX,SIMILAR,109740270,2028-01-01,25351318349201883,ANTIALOPECIA,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,ALFAESTRADIOL
279,ALPES XL,SIMILAR,103720305,2031-01-08,25351536038202019,ANTIDEPRESSIVOS,43312503000105,SUPERA FARMA LABORATÓRIOS S.A,CLORIDRATO DE BUPROPIONA
280,ALPHABRIN,SIMILAR,154230138,2029-01-01,25351566320200834,ANTIGLAUCOMATOSOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,TARTARATO DE BRIMONIDINA
281,ALPHACAINE,SIMILAR,101770016,2027-01-10,250000354709631,ANESTESICOS LOCAIS,33112665000146,DFL INDÚSTRIA E COMÉRCIO S/A,CLORIDRATO DE LIDOCAINA +  EPINEFRINA
284,ALPHANATE,BIOLÓGICO,136410014,2026-01-08,25351654054201052,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,02513899000171,GRIFOLS BRASIL LTDA,FATOR VIII DE COAGULAÇÃO +  FATOR DE VON WILLEBRAND
286,ALPHANINE SD,SIMILAR,125760003,2006-01-01,250000198949595,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,68949239000146,UNITED MEDICAL LTDA,
287,ALPRAZOLAM,GENÉRICO,102350663,2029-01-03,25351045574200317,ANSIOLITICOS SIMPLES,57507378000365,EMS S/A,ALPRAZOLAM
288,ALPRAZOLAM,GENÉRICO,100430041,2029-01-03,25351041190200317,ANSIOLITICOS SIMPLES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,ALPRAZOLAM
289,ALPRAZOLAM,GENÉRICO,156510024,2029-01-03,25351359481200792,ANSIOLITICOS SIMPLES,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,ALPRAZOLAM
291,ALPROXY,NOVO,127480029,2029-01-11,25351004453201478,VASODILATADORES,38909503000157,OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA,ALPROSTADIL
292,ALTAD,ESPECÍFICO,100431202,2027-01-01,25351486871201625,VITAMINAS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,COLECALCIFEROL
293,ALTAD CAPS,ESPECÍFICO,100431261,2028-01-12,25351000830201705,VITAMINA D E ANÁLOGOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,COLECALCIFEROL
296,ALTVEN,SIMILAR,188300085,2030-01-04,25351574194202169,ANTIDEPRESSIVOS,11643096000122,MYLAN LABORATORIOS LTDA,CLORIDRATO DE VENLAFAXINA
297,ALURAX,SIMILAR,100431405,2025-01-05,25351227143202141,PROGESTAGENOS SIMPLES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,DIENOGESTE
298,ALZ,SIMILAR,102980460,2027-01-09,25351453647201738,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE MEMANTINA
299,ALZYNAMIN,SIMILAR,106460211,2028-01-10,25351499776201519,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,BROMIDRATO DE GALANTAMINA
300,AMAGLYN,SIMILAR,103700614,2025-01-01,25351194651201147,ANTIDIABETICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,GLIMEPIRIDA
301,AMALFI,GENÉRICO,100431425,2032-01-03,25351178953202166,PRODUTOS ANTI-ACNE,61190096000192,EUROFARMA LABORATÓRIOS S.A.,ISOTRETINOÍNA
303,AMATO,SIMILAR,100430959,2026-01-11,25351299730200511,ANTICONVULSIVANTES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,TOPIRAMATO
305,AMBROFLUX,,172870449,2015-01-10,25351516574201159,EXPECTORANTES BALSAMICOS E MUCOLITICO,02932074000191,HYPERA S.A.,CLORIDRATO DE AMBROXOL
306,AMBROL,SIMILAR,100380048,2029-01-07,250000008449995,EXPECTORANTES BALSAMICOS E MUCOLITICO,46179008000168,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,CLORIDRATO DE AMBROXOL
307,AMBROXMEL,SIMILAR,143810087,2028-01-03,25351010850200318,EXPECTORANTES BALSAMICOS E MUCOLITICO,02814497000107,CIMED INDUSTRIA S.A,CLORIDRATO DE AMBROXOL
308,AMENIFLAC,NOVO,100850148,2030-01-04,25351699994201896,ANALGESICOS,31673254000102,LABORATÓRIOS B. BRAUN S/A,PARACETAMOL
310,AMICORED,ESPECÍFICO,164000007,2027-01-11,25351499895201026,VITAMINAS E SUPLEMENTOS MINERAIS,05155425000193,CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,CIANOCOBALAMINA
311,AMINOFILINA,GENÉRICO,103700445,2029-01-04,25351020080200311,BRONCODILATADORES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,AMINOFILINA
312,AMINOFILINA,GENÉRICO,113430118,2025-01-05,25351171752200437,BRONCODILATADORES,19570720000110,HIPOLABOR FARMACEUTICA LTDA,AMINOFILINA
313,AMINOFILINA,GENÉRICO,103870059,2027-01-06,25351287094200666,BRONCODILATADORES,17174657000178,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,AMINOFILINA
314,AMINOFILINA,GENÉRICO,103920165,2027-01-10,25351382434200661,BRONCODILATADORES,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,AMINOFILINA
315,AMINOFILINA,GENÉRICO,113430165,2029-01-04,25351552748200719,BRONCODILATADORES,19570720000110,HIPOLABOR FARMACEUTICA LTDA,AMINOFILINA
317,AMINOVEN,ESPECÍFICO,100419935,2026-01-10,253510078150034,NUTRIENTES PARENTERAIS,49324221000104,FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  L-ALANINA +  L-FENILALANINA +  L-HISTIDINA +  L-ISOLEUCINA +  L-LEUCINA +  L-METIONINA +  L-PROLINA +  L-SERINA +  L-TREONINA +  L-TRIPTOFANO +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TAURINA +  TIROSINA +  TREONINA +  TRIPTOFANO
318,AMIOBAL,SIMILAR,101460069,2029-01-07,250000209119933,ANTIARRITMICOS,61150447000131,LABORATÓRIOS BALDACCI LTDA,CLORIDRATO DE AMIODARONA
319,AMIORON,SIMILAR,154230002,2028-01-01,25351221106200266,ANTIARRITMICOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE AMIODARONA
320,AMITIZA,NOVO,106390280,2029-01-11,25351434378201719,OUTROS LAXANTES,60397775000174,TAKEDA PHARMA LTDA.,LUBIPROSTONA
321,AMIXAL,ESPECÍFICO,100850145,2029-01-09,25351316879201389,NUTRIENTES PARENTERAIS,31673254000102,LABORATÓRIOS B. BRAUN S/A,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LISINA +  PROLINA +  SERINA +  TIROSINA +  TREONINA +  TRIPTOFANO +  VALINA +  LEVOMETIONINA +  METIONINA (11 C) +  ÁCIDO ASPÁRTICO +  ÁCIDO GLUTÂMICO
323,AMLOTESS,,156200010,2013-01-07,25351823739200833,ANTI-HIPERTENSIVOS SIMPLES,03993167000199,VIDFARMA INDÚSTRIA DE MEDICAMENTOS LTDA,BESILATO DE AMLODIPINA
324,AMLOVASC,SIMILAR,100470275,2025-01-12,253510099260076,ANTI-HIPERTENSIVOS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,BESILATO DE ANLODIPINO
325,AMMY,SIMILAR,178170918,2031-01-12,25351284157202161,ANTICONCEPCIONAIS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,DROSPIRENONA
326,AMOME,SIMILAR,178170887,2030-01-07,25351508448202070,PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,FUROATO DE MOMETASONA MONOIDRATADO
328,AMOX-EMS,SIMILAR,102351194,2027-01-03,25351068925201755,PENICILINA DE AMPLO ESPECTRO,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA
329,AMOX-EMS,SIMILAR,102351211,2027-01-05,25351120923201784,PENICILINA DE AMPLO ESPECTRO,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA
330,AMOXICILINA,GENÉRICO,102350455,2025-01-07,253510142650055,PENICILINA DE AMPLO ESPECTRO,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA
331,AMOXICILINA,GENÉRICO,100430727,2025-01-08,253510110180070,PENICILINA DE AMPLO ESPECTRO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,AMOXICILINA TRI-HIDRATADA
332,AMOXICILINA,GENÉRICO,100430728,2025-01-08,253510120220082,PENICILINA DE AMPLO ESPECTRO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,AMOXICILINA TRIHIDRATADA
334,AMOXICILINA,GENÉRICO,100430802,2027-01-10,25351168623200208,PENICILINA DE AMPLO ESPECTRO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,AMOXICILINA TRI-HIDRATADA
335,AMOXICILINA,GENÉRICO,102350608,2028-01-03,25351204530200246,PENICILINA DE AMPLO ESPECTRO,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA
337,AMOXICILINA,GENÉRICO,103700447,2029-01-03,25351222993200290,PENICILINA DE AMPLO ESPECTRO,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,AMOXICILINA
338,AMOXICILINA,GENÉRICO,102350665,2029-01-03,25351050147200342,PENICILINA DE AMPLO ESPECTRO,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA
339,AMOXICILINA,GENÉRICO,143810110,2027-01-08,25351189277200617,PENICILINA DE AMPLO ESPECTRO,02814497000107,CIMED INDUSTRIA S.A,AMOXICILINA
341,AMOXICILINA,GENÉRICO,104971359,2028-01-11,25351074723200851,PENICILINA DE AMPLO ESPECTRO,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,AMOXICILINA
342,AMOXICILINA,GENÉRICO,155840102,2028-01-11,25351534966201115,PENICILINA DE AMPLO ESPECTRO,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,AMOXICILINA TRI-HIDRATADA
344,AMOXICILINA,GENÉRICO,183260038,2025-01-08,25351681058201490,PENICILINA DE AMPLO ESPECTRO,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,AMOXICILINA TRI-HIDRATADA
346,AMOXICILINA,GENÉRICO,105830890,2027-01-04,25351077319201721,PENICILINA DE AMPLO ESPECTRO,45992062000165,GERMED FARMACEUTICA LTDA,AMOXICILINA TRI-HIDRATADA
348,AMOXICILINA + CLAVULANATO DE POTASSIO,GENÉRICO,102350528,2027-01-03,253510242300188,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,57507378000365,EMS S/A,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
349,AMOXICILINA + CLAVULANATO DE POTASSIO,GENÉRICO,102350532,2027-01-04,253510242290107,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,57507378000365,EMS S/A,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
350,AMOXICILINA + CLAVULANATO DE POTÁSSIO,GENÉRICO,102350845,2027-01-10,25351189327200666,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,57507378000365,EMS S/A,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
